id,parent_id,level,url,keyword,intent,volume,keyword_difficulty,source,notes
87,4,3,/nfl/teams/new-england-patriots/player-stats,new england patriots player stats,"Informational, Commercial",,,derived,Team stats hub
88,4,3,/nfl/teams/new-orleans-pelicans/player-stats,new orleans pelicans player stats,"Informational, Commercial",,,derived,Team stats hub
89,4,3,/nfl/teams/new-orleans-saints/player-stats,new orleans saints player stats,"Informational, Commercial",,,derived,Team stats hub
90,4,3,/nfl/teams/new-york-giants/player-stats,new york giants player stats,"Informational, Commercial",,,derived,Team stats hub
91,4,3,/nfl/teams/new-york-jets/player-stats,new york jets player stats,"Informational, Commercial",,,derived,Team stats hub
92,4,3,/nfl/teams/new-york-liberty/player-stats,new york liberty player stats,"Informational, Commercial",,,derived,Team stats hub
93,4,3,/nfl/teams/new-york-liberty-timeline/player-stats,new york liberty timeline player stats,"Informational, Commercial",,,derived,Team stats hub
94,4,3,/nfl/teams/new-york-yankees/player-stats,new york yankees player stats,"Informational, Commercial",,,derived,Team stats hub
95,4,3,/nfl/teams/newcastle-united-fc/player-stats,newcastle united f.c. player stats,"Informational, Commercial",,,derived,Team stats hub
96,4,3,/nfl/teams/notre-dame/player-stats,notre dame player stats,"Informational, Commercial",,,derived,Team stats hub
97,4,3,/nfl/teams/ohio/player-stats,ohio player stats,"Informational, Commercial",,,derived,Team stats hub
98,4,3,/nfl/teams/ohio-state/player-stats,ohio state player stats,"Informational, Commercial",,,derived,Team stats hub
99,4,3,/nfl/teams/okc-thunder/player-stats,okc thunder player stats,"Informational, Commercial",,,derived,Team stats hub
100,4,3,/nfl/teams/oklahoma-city-thunder/player-stats,oklahoma city thunder player stats,"Informational, Commercial",,,derived,Team stats hub
101,4,3,/nfl/teams/oregon/player-stats,oregon player stats,"Informational, Commercial",,,derived,Team stats hub
102,4,3,/nfl/teams/orlando-magic/player-stats,orlando magic player stats,"Informational, Commercial",,,derived,Team stats hub
103,4,3,/nfl/teams/pacers/player-stats,pacers player stats,"Informational, Commercial",,,derived,Team stats hub
104,4,3,/nfl/teams/padres/player-stats,padres player stats,"Informational, Commercial",,,derived,Team stats hub
105,4,3,/nfl/teams/penn-state/player-stats,penn state player stats,"Informational, Commercial",,,derived,Team stats hub
106,4,3,/nfl/teams/philadelphia-eagles/player-stats,philadelphia eagles player stats,"Informational, Commercial",,,derived,Team stats hub
107,4,3,/nfl/teams/phillies/player-stats,phillies player stats,"Informational, Commercial",,,derived,Team stats hub
108,4,3,/nfl/teams/phoenix-mercury/player-stats,phoenix mercury player stats,"Informational, Commercial",,,derived,Team stats hub
109,4,3,/nfl/teams/phoenix-suns/player-stats,phoenix suns player stats,"Informational, Commercial",,,derived,Team stats hub
110,4,3,/nfl/teams/pittsburgh-steelers/player-stats,pittsburgh steelers player stats,"Informational, Commercial",,,derived,Team stats hub
111,4,3,/nfl/teams/portland-trail-blazers/player-stats,portland trail blazers player stats,"Informational, Commercial",,,derived,Team stats hub
112,4,3,/nfl/teams/psg/player-stats,psg player stats,"Informational, Commercial",,,derived,Team stats hub
113,4,3,/nfl/teams/rc-strasbourg-alsace/player-stats,rc strasbourg alsace player stats,"Informational, Commercial",,,derived,Team stats hub
114,4,3,/nfl/teams/real-madrid/player-stats,real madrid player stats,"Informational, Commercial",,,derived,Team stats hub
115,4,3,/nfl/teams/red-sox/player-stats,red sox player stats,"Informational, Commercial",,,derived,Team stats hub
116,4,3,/nfl/teams/sacramento-kings/player-stats,sacramento kings player stats,"Informational, Commercial",,,derived,Team stats hub
117,4,3,/nfl/teams/sam-houston-state-prediction/player-stats,sam houston state prediction player stats,"Informational, Commercial",,,derived,Team stats hub
118,4,3,/nfl/teams/san-antonio-spurs/player-stats,san antonio spurs player stats,"Informational, Commercial",,,derived,Team stats hub
119,4,3,/nfl/teams/san-francisco-giants/player-stats,san francisco giants player stats,"Informational, Commercial",,,derived,Team stats hub
120,4,3,/nfl/teams/seahawks/player-stats,seahawks player stats,"Informational, Commercial",,,derived,Team stats hub
121,4,3,/nfl/teams/seattle-mariners/player-stats,seattle mariners player stats,"Informational, Commercial",,,derived,Team stats hub
122,4,3,/nfl/teams/seattle-storm/player-stats,seattle storm player stats,"Informational, Commercial",,,derived,Team stats hub
123,4,3,/nfl/teams/smu/player-stats,smu player stats,"Informational, Commercial",,,derived,Team stats hub
124,4,3,/nfl/teams/steelers/player-stats,steelers player stats,"Informational, Commercial",,,derived,Team stats hub
125,4,3,/nfl/teams/tampa-bay-buccaneers/player-stats,tampa bay buccaneers player stats,"Informational, Commercial",,,derived,Team stats hub
126,4,3,/nfl/teams/tampa-bay-rays/player-stats,tampa bay rays player stats,"Informational, Commercial",,,derived,Team stats hub
127,4,3,/nfl/teams/tennessee/player-stats,tennessee player stats,"Informational, Commercial",,,derived,Team stats hub
128,4,3,/nfl/teams/tennessee-titans/player-stats,tennessee titans player stats,"Informational, Commercial",,,derived,Team stats hub
129,4,3,/nfl/teams/texans/player-stats,texans player stats,"Informational, Commercial",,,derived,Team stats hub
130,4,3,/nfl/teams/texas/player-stats,texas player stats,"Informational, Commercial",,,derived,Team stats hub
131,4,3,/nfl/teams/texas-rangers/player-stats,texas rangers player stats,"Informational, Commercial",,,derived,Team stats hub
132,4,3,/nfl/teams/timberwolves/player-stats,timberwolves player stats,"Informational, Commercial",,,derived,Team stats hub
133,4,3,/nfl/teams/tn-state/player-stats,tn state player stats,"Informational, Commercial",,,derived,Team stats hub
134,4,3,/nfl/teams/toronto-blue-jays/player-stats,toronto blue jays player stats,"Informational, Commercial",,,derived,Team stats hub
135,4,3,/nfl/teams/toronto-raptors/player-stats,toronto raptors player stats,"Informational, Commercial",,,derived,Team stats hub
136,4,3,/nfl/teams/und/player-stats,und player stats,"Informational, Commercial",,,derived,Team stats hub
137,4,3,/nfl/teams/unlv/player-stats,unlv player stats,"Informational, Commercial",,,derived,Team stats hub
138,4,3,/nfl/teams/utah-jazz/player-stats,utah jazz player stats,"Informational, Commercial",,,derived,Team stats hub
139,4,3,/nfl/teams/washington/player-stats,washington player stats,"Informational, Commercial",,,derived,Team stats hub
140,4,3,/nfl/teams/washington-commanders/player-stats,washington commanders player stats,"Informational, Commercial",,,derived,Team stats hub
141,4,3,/nfl/teams/washington-nationals/player-stats,washington nationals player stats,"Informational, Commercial",,,derived,Team stats hub
142,4,3,/nfl/teams/washington-wizards/player-stats,washington wizards player stats,"Informational, Commercial",,,derived,Team stats hub
143,4,3,/nfl/teams/wisconsin/player-stats,wisconsin player stats,"Informational, Commercial",,,derived,Team stats hub
144,3,3,/nfl/{season}/cleveland-browns-vs-steelers-match-player-stats-{date},cleveland browns vs steelers match player stats,"Informational, Commercial",60500,17,csv,cleveland browns vs steelers matchup
145,3,3,/nfl/{season}/seahawks-vs-new-york-jets-match-player-stats-{date},seahawks vs new york jets match player stats,Commercial,74000,17,csv,seahawks vs new york jets matchup
146,3,3,/nfl/{season}/tampa-bay-buccaneers-vs-new-york-giants-match-player-stats-{date},tampa bay buccaneers vs new york giants match player stats,Commercial,60500,17,csv,tampa bay buccaneers vs new york giants matchup
147,3,3,/nfl/{season}/cleveland-browns-vs-denver-broncos-match-player-stats-{date},cleveland browns vs denver broncos match player stats,Commercial,135000,18,csv,cleveland browns vs denver broncos matchup
148,3,3,/nfl/{season}/minnesota-vikings-vs-jacksonville-jaguars-match-player-stats-{date},minnesota vikings vs jacksonville jaguars match player stats,"Informational, Commercial",60500,19,csv,minnesota vikings vs jacksonville jaguars matchup
149,3,3,/nfl/{season}/buffalo-bills-vs-new-york-jets-match-player-stats-{date},buffalo bills vs new york jets match player stats,Commercial,90500,20,csv,buffalo bills vs new york jets matchup
150,3,3,/nfl/{season}/buffalo-bills-vs-los-angeles-rams-match-player-stats-{date},buffalo bills vs los angeles rams match player stats,Commercial,74000,21,csv,buffalo bills vs los angeles rams matchup
151,3,3,/nfl/{season}/detroit-lions-vs-colts-match-player-stats-{date},detroit lions vs colts match player stats,Commercial,60500,21,csv,detroit lions vs colts matchup
152,3,3,/nfl/{season}/las-vegas-raiders-vs-kansas-city-chiefs-match-player-stats-{date},las vegas raiders vs kansas city chiefs match player stats,"Informational, Commercial",246000,21,csv,las vegas raiders vs kansas city chiefs matchup
153,3,3,/nfl/{season}/miami-dolphins-vs-los-angeles-rams-match-player-stats-{date},miami dolphins vs los angeles rams match player stats,Commercial,90500,21,csv,miami dolphins vs los angeles rams matchup
154,3,3,/nfl/{season}/nc-a&t-vs-tn-state-{date},nc a&t vs tn state,Informational,90500,21,csv,nc a&t vs tn state matchup
155,3,3,/nfl/{season}/und-vs-kansas-state-{date},und vs kansas state,"Informational, Commercial",823000,21,csv,und vs kansas state matchup
156,3,3,/nfl/{season}/texas-vs-ms-state-{date},texas vs ms state,Informational,60500,22,csv,texas vs ms state matchup
157,3,3,/nfl/{season}/unlv-vs-sam-houston-state-prediction-{date},unlv vs sam houston state prediction,Commercial,90500,22,csv,unlv vs sam houston state prediction matchup
158,3,3,/nfl/{season}/49ers-vs-los-angeles-rams-match-player-stats-{date},49ers vs los angeles rams match player stats,"Informational, Commercial",201000,23,csv,49ers vs los angeles rams matchup
159,3,3,/nfl/{season}/philadelphia-eagles-vs-tampa-bay-buccaneers-match-player-stats-{date},philadelphia eagles vs tampa bay buccaneers match player stats,"Informational, Commercial",165000,23,csv,philadelphia eagles vs tampa bay buccaneers matchup
160,3,3,/nfl/{season}/colts-vs-minnesota-vikings-match-player-stats-{date},colts vs minnesota vikings match player stats,"Informational, Commercial",74000,24,csv,colts vs minnesota vikings matchup
161,3,3,/nfl/{season}/jacksonville-jaguars-vs-detroit-lions-match-player-stats-{date},jacksonville jaguars vs detroit lions match player stats,"Informational, Commercial",110000,24,csv,jacksonville jaguars vs detroit lions matchup
162,3,3,/nfl/{season}/los-angeles-rams-vs-49ers-match-player-stats-{date},los angeles rams vs 49ers match player stats,Commercial,110000,24,csv,los angeles rams vs 49ers matchup
163,3,3,/nfl/{season}/miami-dolphins-vs-new-york-jets-match-player-stats-{date},miami dolphins vs new york jets match player stats,Commercial,74000,24,csv,miami dolphins vs new york jets matchup
164,3,3,/nfl/{season}/minnesota-vikings-vs-pittsburgh-steelers-match-player-stats-{date},minnesota vikings vs pittsburgh steelers match player stats,"Informational, Commercial",135000,24,csv,minnesota vikings vs pittsburgh steelers matchup
165,3,3,/nfl/{season}/rc-strasbourg-alsace-vs-brøndby-stats-{date},rc strasbourg alsace vs brøndby stats,"Informational, Commercial",246000,24,csv,rc strasbourg alsace vs brøndby stats matchup
166,3,3,/nfl/{season}/denver-broncos-vs-baltimore-ravens-match-player-stats-{date},denver broncos vs baltimore ravens match player stats,Commercial,74000,25,csv,denver broncos vs baltimore ravens matchup
167,3,3,/nfl/{season}/minnesota-vikings-vs-seahawks-match-player-stats-{date},minnesota vikings vs seahawks match player stats,"Informational, Commercial",60500,25,csv,minnesota vikings vs seahawks matchup
168,3,3,/nfl/{season}/newcastle-united-fc-vs-fc-barcelona-stats-{date},newcastle united f.c. vs fc barcelona stats,Commercial,60500,25,csv,newcastle united f.c. vs fc barcelona stats matchup
169,3,3,/nfl/{season}/chargers-vs-texans-match-player-stats-{date},chargers vs texans match player stats,"Informational, Commercial",135000,26,csv,chargers vs texans matchup
170,3,3,/nfl/{season}/houston-texans-vs-dallas-cowboys-match-player-stats-{date},houston texans vs dallas cowboys match player stats,"Informational, Commercial",110000,26,csv,houston texans vs dallas cowboys matchup
171,3,3,/nfl/{season}/minnesota-vikings-vs-cleveland-browns-match-player-stats-{date},minnesota vikings vs cleveland browns match player stats,Commercial,165000,26,csv,minnesota vikings vs cleveland browns matchup
172,3,3,/nfl/{season}/new-york-jets-vs-arizona-cardinals-match-player-stats-{date},new york jets vs arizona cardinals match player stats,"Informational, Commercial",74000,26,csv,new york jets vs arizona cardinals matchup
173,3,3,/nfl/{season}/steelers-vs-cleveland-browns-match-player-stats-{date},steelers vs cleveland browns match player stats,"Informational, Commercial",135000,26,csv,steelers vs cleveland browns matchup
174,3,3,/nfl/{season}/bengals-vs-baltimore-ravens-match-player-stats-{date},bengals vs baltimore ravens match player stats,Commercial,165000,27,csv,bengals vs baltimore ravens matchup
175,3,3,/nfl/{season}/dallas-cowboys-vs-washington-commanders-match-player-stats-{date},dallas cowboys vs washington commanders match player stats,"Informational, Commercial",90500,27,csv,dallas cowboys vs washington commanders matchup
176,3,3,/nfl/{season}/mets-vs-washington-nationals-match-player-stats-{date},mets vs washington nationals match player stats,Commercial,60500,27,csv,mets vs washington nationals matchup
177,3,3,/nfl/{season}/new-york-giants-vs-atlanta-falcons-match-player-stats-{date},new york giants vs atlanta falcons match player stats,Commercial,60500,27,csv,new york giants vs atlanta falcons matchup
178,3,3,/nfl/{season}/new-york-giants-vs-dallas-cowboys-match-player-stats-{date},new york giants vs dallas cowboys match player stats,Commercial,201000,27,csv,new york giants vs dallas cowboys matchup
179,3,3,/nfl/{season}/sacramento-kings-vs-phoenix-suns-match-player-stats-{date},sacramento kings vs phoenix suns match player stats,Commercial,74000,27,csv,sacramento kings vs phoenix suns matchup
180,3,3,/nfl/{season}/buffalo-bills-vs-detroit-lions-match-player-stats-{date},buffalo bills vs detroit lions match player stats,Commercial,135000,28,csv,buffalo bills vs detroit lions matchup
181,3,3,/nfl/{season}/cleveland-cavaliers-vs-okc-thunder-match-player-stats-{date},cleveland cavaliers vs okc thunder match player stats,"Informational, Commercial",90500,28,csv,cleveland cavaliers vs okc thunder matchup
182,3,3,/nfl/{season}/dallas-mavericks-vs-golden-state-warriors-match-player-stats-{date},dallas mavericks vs golden state warriors match player stats,"Informational, Commercial",165000,28,csv,dallas mavericks vs golden state warriors matchup
183,3,3,/nfl/{season}/denver-broncos-vs-bengals-match-player-stats-{date},denver broncos vs bengals match player stats,Commercial,135000,28,csv,denver broncos vs bengals matchup
184,3,3,/nfl/{season}/knicks-vs-detroit-pistons-match-player-stats-{date},knicks vs detroit pistons match player stats,"Informational, Commercial",110000,28,csv,knicks vs detroit pistons matchup
185,3,3,/nfl/{season}/mets-vs-phillies-match-player-stats-{date},mets vs phillies match player stats,"Informational, Commercial",60500,28,csv,mets vs phillies matchup
186,3,3,/nfl/{season}/miami-heat-vs-atlanta-hawks-match-player-stats-{date},miami heat vs atlanta hawks match player stats,"Informational, Commercial",60500,28,csv,miami heat vs atlanta hawks matchup
187,3,3,/nfl/{season}/new-york-giants-vs-carolina-panthers-match-player-stats-{date},new york giants vs carolina panthers match player stats,Commercial,74000,28,csv,new york giants vs carolina panthers matchup
188,3,3,/nfl/{season}/steelers-vs-washington-commanders-match-player-stats-{date},steelers vs washington commanders match player stats,Commercial,74000,28,csv,steelers vs washington commanders matchup
189,3,3,/nfl/{season}/buffalo-bills-vs-new-england-patriots-match-player-stats-{date},buffalo bills vs new england patriots match player stats,Commercial,74000,29,csv,buffalo bills vs new england patriots matchup
190,3,3,/nfl/{season}/cleveland-browns-vs-bengals-match-player-stats-{date},cleveland browns vs bengals match player stats,Commercial,60500,29,csv,cleveland browns vs bengals matchup
191,3,3,/nfl/{season}/denver-broncos-vs-philadelphia-eagles-match-player-stats-{date},denver broncos vs philadelphia eagles match player stats,Commercial,135000,29,csv,denver broncos vs philadelphia eagles matchup
192,3,3,/nfl/{season}/golden-state-warriors-vs-dallas-mavericks-match-player-stats-{date},golden state warriors vs dallas mavericks match player stats,Commercial,74000,29,csv,golden state warriors vs dallas mavericks matchup
193,3,3,/nfl/{season}/mets-vs-new-york-yankees-match-player-stats-{date},mets vs new york yankees match player stats,Commercial,74000,29,csv,mets vs new york yankees matchup
194,3,3,/nfl/{season}/philadelphia-eagles-vs-washington-commanders-match-player-stats-{date},philadelphia eagles vs washington commanders match player stats,"Informational, Commercial",201000,29,csv,philadelphia eagles vs washington commanders matchup
195,3,3,/nfl/{season}/washington-commanders-vs-new-york-giants-match-player-stats-{date},washington commanders vs new york giants match player stats,Commercial,74000,29,csv,washington commanders vs new york giants matchup
196,3,3,/nfl/{season}/dodgers-vs-chicago-cubs-match-player-stats-{date},dodgers vs chicago cubs match player stats,"Informational, Commercial",60500,30,csv,dodgers vs chicago cubs matchup
197,3,3,/nfl/{season}/miami-dolphins-vs-buffalo-bills-match-player-stats-{date},miami dolphins vs buffalo bills match player stats,"Informational, Commercial",201000,30,csv,miami dolphins vs buffalo bills matchup
198,3,3,/nfl/{season}/minnesota-vikings-vs-chicago-bears-match-player-stats-{date},minnesota vikings vs chicago bears match player stats,Commercial,246000,30,csv,minnesota vikings vs chicago bears matchup
199,3,3,/nfl/{season}/new-york-giants-vs-washington-commanders-match-player-stats-{date},new york giants vs washington commanders match player stats,Commercial,90500,30,csv,new york giants vs washington commanders matchup
200,3,3,/nfl/{season}/san-antonio-spurs-vs-new-orleans-pelicans-match-player-stats-{date},san antonio spurs vs new orleans pelicans match player stats,"Informational, Commercial",60500,30,csv,san antonio spurs vs new orleans pelicans matchup
201,3,3,/nfl/{season}/seattle-mariners-vs-new-york-yankees-match-player-stats-{date},seattle mariners vs new york yankees match player stats,Commercial,60500,30,csv,seattle mariners vs new york yankees matchup
202,3,3,/nfl/{season}/washington-commanders-vs-dallas-cowboys-match-player-stats-{date},washington commanders vs dallas cowboys match player stats,Commercial,246000,30,csv,washington commanders vs dallas cowboys matchup
203,3,3,/nfl/{season}/washington-commanders-vs-philadelphia-eagles-match-player-stats-{date},washington commanders vs philadelphia eagles match player stats,"Informational, Commercial",450000,30,csv,washington commanders vs philadelphia eagles matchup
204,3,3,/nfl/{season}/baltimore-ravens-vs-steelers-match-player-stats-{date},baltimore ravens vs steelers match player stats,"Informational, Commercial",135000,31,csv,baltimore ravens vs steelers matchup
205,3,3,/nfl/{season}/chicago-cubs-vs-cincinnati-reds-match-player-stats-{date},chicago cubs vs cincinnati reds match player stats,Commercial,60500,31,csv,chicago cubs vs cincinnati reds matchup
